model,dialect,filename,transcript_preview,wer,cer,mer,wil,wip,bleu
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip016.wav,বাইবঙবঙগন কেলা োলায় যদি পাপারসমমারসিস দেয় বাপ্তবনমার ব  এত কিলাগোইলাগেড্যাটি।,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip017.wav,এা জুদিত ড্যাডিওয় তউটতর কিও ামমিমি মামামমির দিক এমনিকে তাকায় পায় মগ তজ।,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip018.wav,জজাহতা নানীর কলে গুমাপলারাউলারাও ুকো ফয়া,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip019.wav,তি,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip020.wav,,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip021.wav,ছ্যাচসাতের মতম কিছু বিছে ক্ান ঘরেযমি দু মোপোনআ।,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip022.wav,পৃথিবীতের গুরু পাসবাসিগু াশাপাশ বা ক্াংকরবে েলেসম সমিগুরো পরে আশ্চর্য আশানামনি ব,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip023.wav,আলিকের গুড়ুম্নমি কিন্ত কাপকে ঘুরতে না করিববি,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip024.wav,অবিজ্ঞানর হকয়েদিছে তৈতকেতে ায জন মুখেমুখে কুয়ালাইবো।,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip025.wav,রাকিকনবরেকক তরভায়ে পাবুসিকদার কাউডাবয় পারনা লনি বয়েজ রা।,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip026.wav,সববার লাগে ওইফ্যাসবসানি গলাবাল লাগেনারে বুকো যদিয়ায় রমরে বুকু,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip027.wav,,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip028.wav,,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip029.wav,রাতকডাবজে াজোগডা প্রতিদিন রচ্রপ্রিএকাকি,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip030.wav,ত কি াকন ি,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip031.wav,একদুক উত্তরবচর অর্ধিক বেরকরতব শৌৌরেরা।,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip032.wav,,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip033.wav,কি ব্যাপার আজকে সামনে দার়িয়েছে ও প্রতিদিনতটাইন এবাম সমনে বিচু গুুর কুর়িঅচকেনস,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip034.wav,আহ দেহে তুমি কি বই ব ইহািপু,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip035.wav,সামাজিক বি্ঞানংই কর তবহু কিছুই পর এত কিছুবর র্চে হারডবরবরণ অমিনিজিাকান্বুর।,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip036.wav,এতমকিছুজরি সমজপুরগেলাঅঙ্কোগরু গলা বুগল রগেলা,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip037.wav,রুন বিশ্রযাগারমল্লয়া পাশাপাকা াওয়ামুবাটা গাওয়ামু,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip038.wav,বুজোসনাই রাে ুভ মলক্াঠা,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip039.wav,এইজআমা সামনে দে আইররে যাইতাছে পয়বারপরতেসুসন রিকাছিরা আমি দাকরাছি।,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip040.wav,আ মর্মহায়মনসু র্যাহেরজি নিজে আরমি আজকে দেখলাম াং গীতুমার।,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip041.wav,আর কুইজেতা চ আমার চিননাইকে সেই মহলাস রাতোনিয়ামা ন আমানববার এর বুঝোস্নায।,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip042.wav,চরবুঝনায় এাকেরা জযাগ্য়া মারাদে গানি ্রাস্কে এগেছি ।,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip043.wav,সন,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip044.wav,,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip045.wav,পয়ে,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip046.wav,াতেছেতম গুরে ভিরামার জিনিজি পছন্দইব বুক্ু ে।,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip047.wav,পিাকেনপাপাারপর পায়োগোপ উয়,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip048.wav,ৃতকরল লাক্ষও,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip049.wav,বাবুসিররাকর ভুজনা়,,,,,,
wav2vec2_xlsr_300m_bn,puran_dhaka,pd_001_male_40s_clip050.wav,আমিইহানে বৈত আহিনআযইন,,,,,,
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip001.wav,,,,,,,
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip002.wav,র,,,,,,
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip003.wav,বেরাইবার পইয়ামর ব্যাকনাতইতােডেরাইপারকা।,1.0,0.6164383561643836,1.0,1.0,0.0,0.0
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip004.wav,আমার হডেল ্ে এহানে নযাযই লাকেন ়কি কয় পুতিযত আরে বাহু আআমাগ হডেলদাকম্যে গাড়িদ্,0.9411764705882353,0.632183908045977,0.9411764705882353,0.9934640522875817,0.0065359477124183,0.005281226482861378
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip005.wav,বলুরমাআরেওয়াপ কিতু জানিনা আমার হোটেলের লোকেশন কোরটা হেইটি মারে আগে কও তুমি কিি ,0.85,0.6146341463414634,0.85,0.955,0.045,0.012976195756347184
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip006.wav,হয়বাঙালিআজাদাহবাবু রিয়ারবর্দিয অরগাড়িতে আম্রাইফি আনামাবহোটেল পল দাগাহেডা ও প়,0.975,0.7096774193548387,0.975,0.9979166666666667,0.0020833333333333333,0.0016517415690703893
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip007.wav,াকুতাতারকরট হতিতারতে হাবমার পিরেরু্রাম লরোতায় ন স্া ্জমান ওপরলতাইতে ওেইযান,1.0,0.6793893129770993,1.0,1.0,0.0,0.0
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip008.wav,ড মলদ নততাইতের চামপরচরত পরাসজককাপতিযানা টাহা অরা দিয়েছামিমবিদিমনম াাাে র।,1.0,0.7911646586345381,1.0,1.0,0.0,0.0
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip009.wav,আবরবরডিগ ্যান ্য লেনমযানেম্যানইনি খারান।,1.0,0.8156424581005587,1.0,1.0,0.0,0.0
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip010.wav,কোনোদিন থাইল্যান্ডে আেএরটেরিয়ামার প্রেটডিাইেত মেলনের বিচার রাতে েকেবামৃটুপনগা া,0.9459459459459459,0.6303317535545023,0.9459459459459459,0.9916839916839917,0.008316008316008316,0.005186253607275792
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip011.wav,আমরৃতের জর্জা দয়াপা খাইফেইরনাম বস পরিজরদ মি বতুরিজরদা তাই তিনা বিচার কথািারয়াত,0.9714285714285714,0.5611111111111111,0.9714285714285714,0.9983193277310924,0.001680672268907563,0.003989897456999802
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip012.wav,সেইজ তা অাা লটারইে জর দাখাও ফাইলানতারা বি রইলাের ৬ রাই সিনর দপ্াকে িলিয়া,0.9705882352941176,0.694300518134715,0.9705882352941176,0.9978991596638656,0.0021008403361344537,0.003423087351629214
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip013.wav,তামনে যেখানে আছেনামনিত এখানের কিছু জানন স্েেন সনে ওরেবাবুমারের চাইল্যান্ডিল্ায়ন,0.9375,0.5081081081081081,0.9375,0.9910714285714286,0.008928571428571428,0.008350597469153759
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip014.wav,াইল্যা্ডের পাটুিয়াতে াটাইল্যান্টান পিক্রা তটুিশ্টে ট াটরিয়া পর বাবা ও পাুয়া ড,0.9310344827586207,0.5656108597285068,0.9310344827586207,0.9923371647509579,0.007662835249042145,0.012398585706645022
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip015.wav,পাতায় ঐই ওইডাাটরুরি  মেয়া পল পাটুরিয়ে না কইলেে কোন তাকানাই পা তাই আপাটা এতিো,0.9523809523809523,0.5725806451612904,0.9523809523809523,0.9958592132505176,0.004140786749482401,0.0043116404765779996
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip016.wav,দাে পোলারে ন্দি সবেন নামনের োলারে পোলানিতে আসে ামনেরে য়ারেকরিেে সইইদেভান মানেরে,0.95,0.6513761467889908,0.95,0.9933333333333333,0.006666666666666667,0.002968912437870335
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip017.wav,হাইনাডা ার অইইডি মুযারকিপোলার এইদি াবর অডা আউরে অদ্দিযাকবুত একবটা োত,1.0,0.7267080745341615,1.0,1.0,0.0,0.0
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip018.wav,আবিআএইজে প্যাকে আমারে ইএই কাটটা দিয়ে দেছে এই হোটেলের দািত্বেকইতে।,0.8333333333333334,0.5192307692307693,0.8333333333333334,0.95,0.049999999999999996,0.01248064683264796
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip019.wav,নারএকটি যুদ্দি আমার বন্দুর হটলে রাখতে পারি া কমবিশন কাকু াহারের সমের চারে আমরে ত,0.8387096774193549,0.5487804878048781,0.8387096774193549,0.9551971326164874,0.044802867383512544,0.013950899438232049
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip020.wav,ই যে হোটলে আমনেরে দেয়েছে পযাকের এ হটলে তমনিউতে থাকতে পারমেন নায়ানেত সব ব্যাসাই,0.90625,0.5,0.90625,0.982421875,0.017578125,0.005955458111900527
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip021.wav,আমি আসি লাগবাসেলার ্রমাতের সামের চা মনে তাকলে ইে অনেক বিদেশিরা আাপমেন পরি পরি বা,0.8837209302325582,0.4090909090909091,0.8837209302325582,0.979235880398671,0.020764119601328904,0.01045263908046318
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip022.wav,ম েদদেদে চোবুেদার হাররায় দেখলেই ততালাে তাসিরহারদাসুনদ চ ি,0.9767441860465116,0.8201754385964912,0.9767441860465116,0.9974160206718347,0.0025839793281653744,0.0005485124765427484
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip023.wav,াটাগদলইয়াের কুসতাইলপারসবেকচা নাআমার অহিয়নে থাকতে কনবে চা নাুওহানে থাকলেই তইবো,0.8666666666666667,0.6096491228070176,0.8666666666666667,0.95,0.05,0.027659620638920836
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip024.wav,অঅনে এইয়া দেযই়া কাউনে এ়া দেয় কি াপুহাহাপ দেয় খাইাবা হপছারাযা,1.0,0.7225433526011561,1.0,1.0,0.0,0.0
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip025.wav,নে সবকিছুই হাঁপের নে হাপের সুপ দেবে াপের ফেরাই রই দেবে হপ াহপাব দেে হহাপেলোদেে ব,0.9285714285714286,0.47126436781609193,0.9285714285714286,0.9928571428571429,0.007142857142857143,0.007676503466643468
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip026.wav,হাফের ভিন্নি পু হাঁপের ভিন্নি েরফিরআবিা তাবাচি খাবা তাবারখাইাবনা বিদ সকালেই ু এচ,0.9666666666666667,0.524390243902439,0.9666666666666667,0.9979166666666667,0.0020833333333333333,0.005127688929640742
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip027.wav,ুচ্চা পাওয়া যাইবে রে কিন্তু াহাপের দুচসা ামা রাবাাংল দ্া নাাবায়ডা হলিতেই থাইল্,0.9705882352941176,0.5439560439560439,0.9705882352941176,0.9982698961937716,0.0017301038062283738,0.0042316376100048495
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip028.wav,তাদোয়া বারমেেসিন দিয়াটা হাপে তাপেরায় ৬সাপলিতার দুদয়,0.9736842105263158,0.7912087912087912,0.9736842105263158,0.9962406015037594,0.0037593984962406013,0.000394117794996873
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip029.wav,জাইয ট ্যাকেলে আমা ও হোডেটডলসপ্ত ভিরি তেে দেছে ভ্াটা ও নাফিরিতে হা্যনজাও।,1.0,0.6986301369863014,1.0,1.0,0.0,0.0
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip030.wav,হা কুচ্কিয়াবার খাইত্ার বুডাা াহা দুটি়া বেশি তা ততুই ামাগ এটা বালোহড়ললইল বা আম,0.8421052631578947,0.41379310344827586,0.8421052631578947,0.9661654135338346,0.03383458646616541,0.015553615241560037
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip031.wav,বাতমার মতননা আমিরা কুমা উনেডামা দায়িত্ব না অর্ জদলললহুল।,0.972972972972973,0.7444444444444445,0.972972972972973,0.996996996996997,0.003003003003003003,0.0012704970590024125
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip032.wav,ক,,,,,,
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip033.wav,ভে বন্ডু আমাকি ম্যাসেজ সেন্টারাই এককিতে কাষট্রমরইচে জিবনে কহদিন একত কাষ্টমর হইনি,0.8571428571428571,0.4063926940639269,0.8571428571428571,0.9714285714285714,0.02857142857142857,0.02463583329857655
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip034.wav,িত ম্াকযমুক্তি নিঃ্বাস মিতপাক্ ছেনরা এককাজকর িিছু সাইনাময়ের ্যবস্থা করলাকাকুমা ,1.0,0.635036496350365,1.0,1.0,0.0,0.0
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip035.wav,ককয়দিন আগে এক সাইনিজর টুকনে আে এরম মসর দেশে আদনিকল হপা।,0.9130434782608695,0.639344262295082,0.9130434782608695,0.9841897233201581,0.015810276679841896,0.013390611345262385
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip036.wav,ওাবের বরতে ভিডিও কলতে শুকা েবাড়াদ কম্যাইতিপিতরে কিদা  ও ককবাজার কাছু ওরেক কবালন,0.9310344827586207,0.5855263157894737,0.9310344827586207,0.9908045977011495,0.009195402298850575,0.00618130266547955
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip037.wav,এএদই থাইলাটে পাতায় না হোটেলে  দেয় তোরইলাতৈলি পটাতিটিকিফত পতায এলেকাদি পরডয়া,1.0,0.6277372262773723,1.0,1.0,0.0,0.0
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip038.wav,গ তুইয় অপামি আমা ক্যাম চ্যাচপুরে লে ভিডি ইয়ান হোটে লাইটিয়াছি।,1.0,0.8115942028985508,1.0,1.0,0.0,0.0
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip039.wav,ামদ চিকিদেকছুমার পাহাইয়াই পড়তে থাইলেন ত্রাপপাপরেনি ঘুরি ভেনি বার়ানি খযাদকরমিত,1.0,0.6175298804780877,1.0,1.0,0.0,0.0
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip040.wav,আতা ইদকাপ করি মারআপপা দুদি দানে মি এেহিলি ম্যাচার চিন্তের কাঁম করি সেতা জালিকে আ,0.9464285714285714,0.5371621621621622,0.9464285714285714,0.9958791208791209,0.004120879120879121,0.004338794087070565
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip041.wav,ানআমার াই বদলোকালেরে দিয়ে মি সুন্দর একটা পরিকল্পনা সাজাছি টোরকুনো চিন্তা করালা ,0.8,0.48695652173913045,0.8,0.9217391304347826,0.0782608695652174,0.022939232125298237
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip042.wav,ম্যাদেস িকআ এ কা করতি মাের ব্যবস্থা কচাইনা লাউস কম্বোডি আইমানগুলোকতমাল লাগবে।,0.9459459459459459,0.6632124352331606,0.9459459459459459,0.990990990990991,0.009009009009009009,0.0025221633937470896
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip043.wav,কটু পরিাককাকু অডল ক্েমন লাগ দেয়াছে ডোলতবাভুগুভিবলোাগযে।,1.0,0.6837606837606838,1.0,1.0,0.0,0.0
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip044.wav,কিন্তু রাভার়া বেশি ইল জিনিস্টাত সুলদর নাকি আরে হয়ও়াব যরটেলের যালাডাগডে সুরা প,0.9166666666666666,0.5102040816326531,0.9166666666666666,0.9880952380952381,0.011904761904761904,0.005885063054114941
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip045.wav,বিশ্রাম করলইে খাওয়াদ লাগবে না ায়া লাগেতোমার তাতি অদেক বর় দারদিক ত হেবাবুএন বৃ,0.9333333333333333,0.4226190476190476,0.9333333333333333,0.9925925925925926,0.007407407407407407,0.006595453720063163
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip046.wav,আমনি আমার লাগে ল আমাদে ইয়াবাবা বালা খাবারা ব কাকিল লুকিল়ামমলগ তা করত বাবু তুবি,0.9444444444444444,0.4148936170212766,0.9444444444444444,0.9961685823754789,0.0038314176245210726,0.006045810228878929
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip047.wav,যাইবারুপার দাকযানে ালোতাল বাহু ওই দোমার তাতিরিটুরা্তরা পারতকরিত আওহ্যারপরদামনে আ,0.9767441860465116,0.6538461538461539,0.9767441860465116,0.998211091234347,0.0017889087656529517,0.001545797654394307
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip048.wav,হমনাহিনি  আমি আমি মালিকরে দা দিয়ে লি আম কোন হডেলের রয়েটার মেটা লক্ষাপাবইনোমির,0.8157894736842105,0.4626865671641791,0.8157894736842105,0.9539473684210527,0.046052631578947366,0.02874537964209195
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip049.wav,রেভারিতিঅমর বুস হক্তে মনে থাকতা িটেেবাক বুলকারারাইবাররবনানদবলদামদল  আমি একববল,0.96,0.7591836734693878,0.96,0.9911111111111112,0.008888888888888889,0.0002996811402193998
wav2vec2_xlsr_300m_bn,barishal,br_001_male_25s_clip050.wav,থাকবে ২  ২ুরবল হইনদ আমার কমিটন াতাাতাযতাক াা তাকে মারার বু কর েলামা তমম্খর আর তদ,0.925,0.6875,0.925,0.98875,0.01125,0.004662400492893469
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip001.wav,আসসালা ময়লাইক আশা হরি আফনারা সবাই বালা আছে মরার চ্যানেল সিলেটি ডাক্তার দেহাল লা,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip002.wav,আগামী কয়ে পরবত ইনশাল্লামর খাব়াদাবলইয়া আলোচনা করমু।,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip003.wav,এটা খুবই গুরুত্বপূর্ণ তে আসকার ফয়লা পর্বতা মা চাইমুজে শরিল বিতরটা দেখাইতাম ছবির,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip004.wav,বুজায় দিতাম যে হানি াইলে আমরা মুকে দি হান ারাইলে হানিটার খিতাওয়,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip005.wav,মূল উদ্দেশ্য ওইলিয়া শক্তি অররজন করা রি টাটআমরা করি হানরহানিরে গোলাইয়া আআআরামডা,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip006.wav,ফয়লা জিসা কি চু ক লাইগলাইতইলে আমরা ইিটারে ফলা গুড়াহরমি তিটামরহলই মুকর মাধ্যমে ,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip007.wav,মুখললালা স্যবজিটাসে অটাল লকে মিশায় তে স্যেবে সবহানিরে ফিসলাবানায় যাতে গিলতে সু,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip008.wav,অনেক মানুষে আসেববে ম আরো হারণে স্যেব রাস্তাটা নষ্টই যায় আর মুকোস্যেব আয়না এরার,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip009.wav,হস্টয় রাদে ঠেইস্ট মিলে না ুখো গাঁওউইজায় মুখোন এসদোরন ইনফ্যাকশন ওই জায় রবাদে ম,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip010.wav,সেব আমরা ইয প্রস্কিপশুন দিয়া দেয় কিন্তু আটিভিশালটা কুন সময় ন্যাশরটাল্হান্নায়,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip011.wav,অনুর মাঝি দ হকা দু ফাই টইলগিয়া শাসর াই বাতা সময় আর ওভাদিগিয়া হানি হামায় নেকট,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip012.wav,বাতাশাস রাস্তামকয় দায় আ দেসমআমরা হাযই খানিটটা ানি রাস্তামকে যায় আআরনেকস আমর স,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip013.wav,আমরা বিণফাইলি হারণ অনুক অনুগ্ঞাপ বেড়ালাগি যায় আরামরা শরিলে চায় যে বিনর মাধ্যম,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip014.wav,তেজাইক খানিটা খান রাসতামকা যায় আর এফআইবজিটা এটা আসতা গুলগল মাসুল আছে এফাইবুর মা,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip015.wav,চাপ দিয়া হানিরে নেনিয়া মার অইলগযাস্টামলা ফেট ফেটনের ডালেআআর ওফযাটো আরম্বয় আমর,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip016.wav,ানিডে গলানিও আরম্বরে ফ্যাটেসারে কুব শক্তিশালীয়াসি ডহল র ফ্যাটো কিন্তু মাসুল গুল,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip017.wav,বালা টিকে হানি অজম খনার লাগি টারে ফুরা মিশানিয় অ্যাসিটল লগেআর মিশেলিয়া স্ারে ম,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip018.wav,দুই সাইজো রাসে ফলাট ছুটো সাইট সু সাইটো যায় তে সুটোটারমাজে ছুটছুট ফুককাহল আছে আর,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip019.wav,রক্তয় লুইয়া দেয় আমরা শরিল িকান্তর হার রক্তায় ফুজায়ে দেয় আর উসুটু়েন্টেস্টা,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip020.wav,লিভারে জিনি সল সাড়ে সরবি অজমহরালাগাী আর টায় কিছু জিনিস সাড়ে জমযবাল া অন্যান্য,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip021.wav,আর সবহানি ্যুটাফাইবেডি জায় ছ্যুটো ইন্টেস্টাইন যায় র যত যায় অত রকত লগি্জামিশে ,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip022.wav,আার্ডন টেস্টাই বড় সাইজর বরলর ইনোগিয়া আমরার ফানি কন্টলায় আানিজত ফানি রইসে মরার,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip023.wav,ই খুবই জরুরি কিছু ব্যামারইতো ফারে যে এই ফানিটা কণ্টলয় না বালাটিক তা লা গ্যামরা ,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip024.wav,আর যা জিনিস অজম ইচনা তবা যা জিনিস জরুরি নায় আমরা ববাতুম রাস্তামকা় চাডিতেস্তাইট,,,,,,
wav2vec2_xlsr_300m_bn,sylheti,sy_001_male_26s_clip025.wav,দেহক াইবারে মুক তাকি দড়িয়াআমরা বাততম রাস্তাবন্ত এটা ফ,,,,,,
