model,dialect,filename,transcript_preview,wer,cer,mer,wil,wip,bleu
qwen2_audio_direct,barishal,br_001_male_25s_clip018.wav,"The transcription of the audio is: 

""孟加拉语: মানুষ কলম।""",1.0,0.9038461538461539,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip019.wav,"Sorry, but I don't see any audio file attached to your message. Please provide me with the link or t",1.0,0.8719512195121951,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip020.wav,"The transcription of the audio is: 

""孟加拉语: মানে, এটা কলমুক।""",1.0,0.8963414634146342,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip021.wav,"The transcription of the audio is: 

""孟加拉语版本的维基百科""",1.0,0.9734848484848485,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip022.wav,"Sorry, but I don't see any audio attached to your message. Please provide me with the audio file or ",1.0,0.868421052631579,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip023.wav,"The transcription of the audio is: 

"" এটা ভার কলম।""",1.0,0.9298245614035088,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip024.wav,"The transcription of the audio is: 

""孟加拉语: মানে, এটা ভার।""",1.0,0.8959537572254336,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip025.wav,"Sorry, but I don't see any audio file attached to your message. Please provide me with the link or t",1.0357142857142858,0.8735632183908046,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip026.wav,"The transcription of the audio is: 

"" এটা কাজ হল? |""",1.0,0.9146341463414634,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip027.wav,"The transcription of the audio is: 

""孟加拉语: মানে, এটা কলমুক।""",0.9705882352941176,0.8846153846153846,0.9705882352941176,0.9970588235294118,0.0029411764705882353,0.0019146333055993624
qwen2_audio_direct,barishal,br_001_male_25s_clip028.wav,"Sorry, but I don't see any audio file attached to your message. Please provide me with the link or t",1.0,0.8516483516483516,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip029.wav,"The transcription of the audio is: 

"" এটা কাজ হল? """,1.0,0.8904109589041096,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip030.wav,"The transcription of the audio is: 

""孟加拉语: মানে, তা কলমুক।""",1.0,0.9014778325123153,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip031.wav,"Sorry, but I need to hear the audio to transcribe it into Bengali. Please provide the audio or descr",1.0,0.8722222222222222,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip032.wav,"Sorry, but I need to hear the audio to transcribe it into Bengali. Please provide the audio or type ",,,,,,
qwen2_audio_direct,barishal,br_001_male_25s_clip033.wav,"Sorry, but I am unable to transcribe audio as it is not provided in the input field. Please provide ",1.0,0.8949771689497716,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip034.wav,"Sorry, but I need to hear the audio to transcribe it into Bengali. Please provide the audio or descr",1.0,0.8832116788321168,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip035.wav,"The transcription of the audio is: 

""孟加拉语的发音特点。""",1.0,0.9344262295081968,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip036.wav,"The transcription of the audio is: 

"" এটা কাজ হল? """,1.0,0.8947368421052632,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip037.wav,"The transcription of the audio is: 

""孟加拉语: মানে, তা ভার।""",1.0,0.8978102189781022,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip038.wav,"Sorry, but I need to hear the audio to transcribe it into Bengali. Please provide the audio or type ",1.0,0.8623188405797102,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip039.wav,"Sorry, but I need to hear the audio to transcribe it into Bengali. Please provide the audio or descr",1.0,0.896414342629482,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip040.wav,"Sorry, but I don't see any audio attached to your message. Please provide me with the audio file or ",1.0,0.8682432432432432,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip041.wav,"Sorry, but I am unable to transcribe audio as it is not provided in the input field. Please provide ",1.0,0.9,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip042.wav,"The transcription of the audio is: 

""মানুষ একটি ভার্ম।""",1.0,0.8808290155440415,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip043.wav,"Sorry, but I need to hear the audio to transcribe it into Bengali. Please provide the audio or type ",1.0,0.9743589743589743,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip044.wav,"The transcription of the audio is: 

""孟加拉语: মানে, এটা ভার।""",1.0,0.9030612244897959,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip045.wav,"The transcription of the audio is: 

"" এটা কাজ, এটা ভার, এটা সম্পর্ক।""",1.0,0.8690476190476191,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip046.wav,"Sorry, but I don't see any audio file attached to your message. Please provide me with the link or t",1.0,0.8617021276595744,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip047.wav,"The transcription of the audio is: 

"" এটা কাজ, এটা ভার, এটা ভার।""",1.0,0.8846153846153846,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip048.wav,"The transcription of the audio is: 

""孟加拉语: মানুষ, ভার, বাংলা, কলমাজ, একটি সাহিত্য।""",1.0,0.8756218905472637,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip049.wav,"Sorry, but I don't see any audio attached to your message. Please provide me with the audio file or ",1.0,0.8816326530612245,1.0,1.0,0.0,0.0
qwen2_audio_direct,barishal,br_001_male_25s_clip050.wav,"Sorry, but I don't see any audio attached to your message. Please provide me with the audio file or ",1.0,0.8791666666666667,1.0,1.0,0.0,0.0
qwen2_audio_direct,sylheti,sy_001_male_26s_clip001.wav,"Sorry, but I don't see any audio attached to your message. Please provide me with the audio file or ",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip002.wav,"Sorry, but I don't see any audio attached to your message. Please provide me with the audio file or ",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip003.wav,"Sorry, but I don't see any audio file attached to your message. Please provide me with the link or t",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip004.wav,"Sorry, but I am unable to transcribe the audio as it is not provided. Please provide the audio for m",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip005.wav,"The transcription of the audio is: 

""মানুষ কল্যাণ।""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip006.wav,"The transcription of the audio is: 

""মানুষ কল্যাণ।""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip007.wav,"The transcription of the audio is: 

""মান ভার বাতা।""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip008.wav,"Sorry, but I need to hear the audio to transcribe it into Bengali. Please provide the audio or type ",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip009.wav,"Sorry, but I need to hear the audio to transcribe it into Bengali. Please provide the audio or type ",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip010.wav,"Sorry, but I don't see any audio file attached to your message. Please provide me with the link or t",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip011.wav,"Sorry, but I am unable to transcribe audio as it is not provided in the input field. Please provide ",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip012.wav,"Sorry, but I am unable to transcribe audio as it is not provided in the input field. Please provide ",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip013.wav,"The transcription of the audio is: 

"" এটা কাজ হল? |""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip014.wav,"The transcription of the audio is: 

"" এটা কি? এটা ভার বার।""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip015.wav,"The transcription of the audio is: 

"" এটা কি? এটা ভার দুর্ঘটনা?""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip016.wav,"Sorry, but I am unable to transcribe audio as it is not provided in the input field. Please provide ",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip017.wav,"Sorry, but I don't see any audio attached to your message. Please provide me with the audio file or ",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip018.wav,"Sorry, but I don't see any audio file attached to your message. Please provide me with the link or t",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip019.wav,"The transcription of the audio is: 

""মান কলমুক।""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip020.wav,"Sorry, but I don't see any audio file attached to your message. Please provide me with the link or t",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip021.wav,"Sorry, but I am unable to transcribe audio as it is not provided in the input field. Please provide ",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip022.wav,"The transcription of the audio is: 

""孟加拉语的发音特点。""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip023.wav,"Sorry, but I need to hear the audio to transcribe it into Bengali. Please provide the audio or type ",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip024.wav,"Sorry, but I need to hear the audio to transcribe it into Bengali. Please provide the audio or descr",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip025.wav,"The transcription of the audio is: 

""孟加拉语: মানুষ, বাংলা, ভার।""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip026.wav,"The transcription of the audio is: 

"" এটা কি? এটা ভার্ম।""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip027.wav,"The transcription of the audio is: 

"" এটা কি? এটা ভার মান?""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip028.wav,"Sorry, but I need to hear the audio to transcribe it into Bengali. Please provide the audio or type ",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip029.wav,"The transcription of the audio is: 

""孟加拉语版本的维基百科正在被开发。""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip030.wav,"Sorry, but I am unable to transcribe audio as it is not provided in the input field. Please provide ",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip031.wav,"The transcription of the audio is: 

""孟加拉语: মানে, এটা ভার।""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip032.wav,"The transcription of the audio is: 

""孟加拉语的发音特点。""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip033.wav,"The transcription of the audio is: 

""মান কলমুক।""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip034.wav,"The transcription of the audio is: 

""孟加拉语: মানে, এটা ভার কলম।""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip035.wav,"Sorry, but I need to hear the audio to transcribe it into Bengali. Please provide the audio or type ",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip036.wav,"Sorry, but I don't see any audio attached to your message. Please provide me with the audio file or ",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip037.wav,"The transcription of the audio is: 

""মানুষ কল্যাণ।""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip038.wav,"The transcription of the audio is: 

""মান কলমুক।""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip039.wav,"The transcription of the audio is: 

"" এটা কি? এটা ভার সম্পর্ক?""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip040.wav,"The transcription of the audio is: 

""孟加拉语: মানুষ, বাংলা, ভার।""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip041.wav,"Sorry, but I don't see any audio file attached to your message. Please provide me with the link or t",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip042.wav,"Sorry, but I don't see any audio attached to your message. Please provide me with the audio file or ",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip043.wav,"Sorry, but I am unable to transcribe audio as it is not provided in the input field. Please provide ",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip044.wav,"Sorry, but I need to hear the audio to transcribe it into Bengali. Please provide the audio or type ",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip045.wav,"Sorry, but I am unable to transcribe audio as it is not provided in the input field. Please provide ",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip046.wav,"The transcription of the audio is: 

""孟加拉语的发音特点。""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip047.wav,"Sorry, but I don't see any audio file attached to your message. Please provide me with the link or t",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip048.wav,"The transcription of the audio is: 

""মান ভার একটা কলম দিয়ে।""",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip049.wav,"Sorry, but I need to hear the audio to transcribe it into Bengali. Please provide the audio or descr",,,,,,
qwen2_audio_direct,sylheti,sy_001_male_26s_clip050.wav,"The transcription of the audio is: 

"" এটা কি? এটা ভার দান।""",,,,,,
qwen2_audio_direct,normal_bangla,nb_001_male_30s_clip001.wav,"Sorry, but I don't see any audio attached to your message. Please provide me with the audio file or ",1.16,0.88125,0.9666666666666667,0.9986666666666667,0.0013333333333333333,0.006244385951234721
qwen2_audio_direct,normal_bangla,nb_001_male_30s_clip002.wav,"The transcription of the audio is: 

""孟加拉语: মানুষ, ভার্জা, কলমী, বাংলা, দিল, মাত্রা, একটি সমস্য।""",1.0,0.823076923076923,1.0,1.0,0.0,0.0
qwen2_audio_direct,normal_bangla,nb_001_male_30s_clip003.wav,"The transcription of the audio is: 

""মানুষ কল্যাণ।""",1.0,0.9171597633136095,1.0,1.0,0.0,0.0
qwen2_audio_direct,normal_bangla,nb_001_male_30s_clip004.wav,"The transcription of the audio is: 

"" এটা ভার কলম বার।""",1.0,0.898936170212766,1.0,1.0,0.0,0.0
qwen2_audio_direct,normal_bangla,nb_001_male_30s_clip005.wav,"The transcription of the audio is: 

""孟加拉语: মানে, এটা ভার সম্পর্ক।""",1.0,0.874251497005988,1.0,1.0,0.0,0.0
qwen2_audio_direct,normal_bangla,nb_001_male_30s_clip006.wav,"The transcription of the audio is: 

"" এটা কাজ হল? """,1.0,0.9090909090909091,1.0,1.0,0.0,0.0
qwen2_audio_direct,normal_bangla,nb_001_male_30s_clip007.wav,"The transcription of the audio is: 

""মান ভার এটা কেমিত?""",1.0,0.8662420382165605,1.0,1.0,0.0,0.0
qwen2_audio_direct,normal_bangla,nb_001_male_30s_clip008.wav,"Sorry, but I am unable to transcribe audio as it is not provided in the input field. Please provide ",1.0952380952380953,0.8940397350993378,1.0,1.0,0.0,0.0
qwen2_audio_direct,normal_bangla,nb_001_male_30s_clip009.wav,"The transcription of the audio is: 

"" এটা ভার কলম হল, তাদের মান填া।""",1.0,0.8439716312056738,1.0,1.0,0.0,0.0
qwen2_audio_direct,normal_bangla,nb_001_male_30s_clip010.wav,"Sorry, but I don't see any audio attached to your message. Please provide me with the audio file or ",1.3043478260869565,0.9084507042253521,1.0,1.0,0.0,0.0
qwen2_audio_direct,normal_bangla,nb_001_male_30s_clip011.wav,"The transcription of the audio is: 

""孟加拉语版本的维基百科""",1.0,0.918918918918919,1.0,1.0,0.0,0.0
qwen2_audio_direct,normal_bangla,nb_001_male_30s_clip012.wav,"Sorry, but I need to hear the audio to transcribe it into Bengali. Please provide the audio or descr",1.0,0.8716577540106952,1.0,1.0,0.0,0.0
qwen2_audio_direct,normal_bangla,nb_001_male_30s_clip013.wav,"The transcription of the audio is: 

""孟加拉语: মানুষ, বাংলা-বাংলা""",1.0,0.8844221105527639,1.0,1.0,0.0,0.0
qwen2_audio_direct,normal_bangla,nb_001_male_30s_clip014.wav,"The transcription of the audio is: 

"" এটা কি? এটা ভার্ম কলম।""",1.0,0.837696335078534,1.0,1.0,0.0,0.0
qwen2_audio_direct,normal_bangla,nb_001_male_30s_clip015.wav,"Sorry, but I don't see any audio attached to your message. Please provide me with the audio file or ",1.0714285714285714,0.8735632183908046,1.0,1.0,0.0,0.0
qwen2_audio_direct,normal_bangla,nb_001_male_30s_clip016.wav,"Sorry, but I am unable to transcribe the audio as it is not provided. Please provide the audio for m",1.0,0.8388888888888889,1.0,1.0,0.0,0.0
